attack_type,security_tools_used,industry
Brute Force,SIEM,Healthcare
SQL Injection,WAF,Government
DDoS,Firewall,Retail
Zero-Day Exploit,SIEM,Energy
Phishing,Email Filtering,Finance
Brute Force,MFA,Technology
Brute Force,SIEM,Manufacturing
Credential Stuffing,Account Lockout,Government
Phishing,Email Filtering,Manufacturing
Business Email Compromise,Email Filtering,Healthcare
DDoS,Firewall,Retail
Credential Stuffing,MFA,Government
Zero-Day Exploit,EDR,Manufacturing
Ransomware,EDR,Finance
Ransomware,SIEM,Manufacturing
SQL Injection,WAF,Government
Malware,Antivirus,Government
Brute Force,Account Lockout,Government
DDoS,WAF,Manufacturing
Credential Stuffing,MFA,Finance
Phishing,MFA,Healthcare
DDoS,DDoS Mitigation,Finance
Brute Force,Account Lockout,Utilities
Malware,Antivirus,Manufacturing
SQL Injection,WAF,Finance
Phishing,Email Filtering,Manufacturing
Malware,Antivirus,Finance
Brute Force,Account Lockout,Finance
SQL Injection,SIEM,Technology
Credential Stuffing,MFA,Retail
Phishing,IDS,Utilities
DDoS,DDoS Mitigation,Energy
Phishing,Email Filtering,Transportation
Phishing,DMARC,Manufacturing
Malware,IDS,Utilities
Phishing,DMARC,Healthcare
Phishing,SIEM,Manufacturing
Phishing,DMARC,Technology
Phishing,DMARC,Healthcare
Ransomware,EDR,Government
DDoS,DDoS Mitigation,Manufacturing
Phishing,SIEM,Finance
Credential Stuffing,SIEM,Healthcare
SQL Injection,SIEM,Healthcare
Ransomware,Offline Backups,Education
Phishing,IDS,Finance
Ransomware,Antivirus,Healthcare
Business Email Compromise,Email Filtering,Government
Phishing,Email Filtering,Energy
Ransomware,EDR,Technology
Phishing,Email Filtering,Manufacturing
Ransomware,EDR,Utilities
Credential Stuffing,MFA,Technology
Credential Stuffing,IDS,Healthcare
DDoS,Firewall,Manufacturing
Phishing,Email Filtering,Manufacturing
Business Email Compromise,DMARC,Transportation
SQL Injection,WAF,Transportation
Credential Stuffing,Account Lockout,Finance
Malware,Antivirus,Retail
Ransomware,EDR,Energy
Phishing,Email Filtering,Finance
Phishing,Email Filtering,Retail
DDoS,DDoS Mitigation,Transportation
Credential Stuffing,Account Lockout,Manufacturing
Ransomware,Antivirus,Manufacturing
Credential Stuffing,MFA,Government
Credential Stuffing,Account Lockout,Retail
Phishing,MFA,Manufacturing
SQL Injection,WAF,Healthcare
Business Email Compromise,Email Filtering,Retail
Credential Stuffing,SIEM,Finance
Phishing,DMARC,Education
Business Email Compromise,DMARC,Energy
SQL Injection,SIEM,Technology
Credential Stuffing,IDS,Retail
Cross-Site Scripting,Content Security Policy,Retail
Phishing,DMARC,Manufacturing
Credential Stuffing,MFA,Technology
Brute Force,MFA,Technology
Credential Stuffing,Account Lockout,Education
Phishing,DMARC,Education
Phishing,MFA,Manufacturing
Credential Stuffing,Account Lockout,Energy
DDoS,CDN Scrubbing,Finance
Supply Chain Compromise,SIEM,Manufacturing
Cross-Site Scripting,SIEM,Technology
Brute Force,MFA,Education
Malware,EDR,Technology
Phishing,DMARC,Retail
Malware,Antivirus,Finance
Phishing,Email Filtering,Finance
DDoS,CDN Scrubbing,Technology
Malware,EDR,Technology
Ransomware,Antivirus,Education
DDoS,CDN Scrubbing,Technology
SQL Injection,Database Firewall,Manufacturing
Phishing,Email Filtering,Technology
Zero-Day Exploit,IDS,Government
Credential Stuffing,MFA,Technology
Credential Stuffing,MFA,Government
SQL Injection,SIEM,Healthcare
Ransomware,EDR,Finance
SQL Injection,WAF,Energy
DDoS,CDN Scrubbing,Finance
DDoS,DDoS Mitigation,Retail
DDoS,DDoS Mitigation,Retail
Phishing,Email Filtering,Government
Supply Chain Compromise,SIEM,Technology
Phishing,DMARC,Retail
Malware,EDR,Technology
DDoS,DDoS Mitigation,Technology
Phishing,MFA,Technology
Ransomware,Offline Backups,Technology
Phishing,SIEM,Manufacturing
Phishing,Email Filtering,Government
Ransomware,Antivirus,Finance
Brute Force,SIEM,Manufacturing
Cross-Site Scripting,Content Security Policy,Healthcare
Phishing,Email Filtering,Finance
Cross-Site Scripting,Content Security Policy,Finance
Phishing,DMARC,Government
Phishing,MFA,Technology
SQL Injection,Database Firewall,Energy
Business Email Compromise,Email Filtering,Manufacturing
Ransomware,Antivirus,Finance
Phishing,DMARC,Technology
Phishing,DMARC,Healthcare
Credential Stuffing,MFA,Transportation
Credential Stuffing,MFA,Energy
Supply Chain Compromise,EDR,Manufacturing
Malware,EDR,Manufacturing
Ransomware,EDR,Energy
SQL Injection,SIEM,Manufacturing
Cross-Site Scripting,SIEM,Education
Phishing,MFA,Healthcare
Ransomware,EDR,Technology
Ransomware,Offline Backups,Manufacturing
Phishing,MFA,Finance
Phishing,MFA,Manufacturing
Supply Chain Compromise,EDR,Technology
Phishing,MFA,Education
DDoS,CDN Scrubbing,Healthcare
DDoS,CDN Scrubbing,Retail
Ransomware,Antivirus,Healthcare
Credential Stuffing,MFA,Finance
Business Email Compromise,Email Filtering,Healthcare
Ransomware,Offline Backups,Retail
Phishing,Email Filtering,Government
Cross-Site Scripting,WAF,Education
DDoS,Firewall,Education
Phishing,Email Filtering,Healthcare
SQL Injection,WAF,Manufacturing
Phishing,DMARC,Manufacturing
Ransomware,Antivirus,Government
Supply Chain Compromise,SIEM,Manufacturing
Phishing,MFA,Energy
Cross-Site Scripting,Content Security Policy,Transportation
Ransomware,Offline Backups,Manufacturing
Zero-Day Exploit,SIEM,Healthcare
SQL Injection,SIEM,Finance
Credential Stuffing,SIEM,Technology
SQL Injection,Database Firewall,Technology
Cross-Site Scripting,WAF,Healthcare
Ransomware,EDR,Education
Phishing,MFA,Retail
DDoS,DDoS Mitigation,Manufacturing
Ransomware,Antivirus,Manufacturing
Brute Force,Account Lockout,Government
Business Email Compromise,MFA,Manufacturing
Credential Stuffing,Account Lockout,Education
Credential Stuffing,Account Lockout,Finance
Credential Stuffing,MFA,Transportation
Malware,Antivirus,Government
DDoS,WAF,Education
Ransomware,Offline Backups,Government
Phishing,MFA,Finance
Malware,EDR,Manufacturing
Credential Stuffing,MFA,Government
SQL Injection,Database Firewall,Finance
DDoS,WAF,Technology
DDoS,DDoS Mitigation,Finance
Supply Chain Compromise,SIEM,Healthcare
Phishing,MFA,Technology
Phishing,Email Filtering,Manufacturing
Phishing,Email Filtering,Technology
Supply Chain Compromise,IDS,Technology
Phishing,Email Filtering,Energy
Phishing,MFA,Finance
Phishing,MFA,Education
Credential Stuffing,MFA,Transportation
SQL Injection,WAF,Manufacturing
Phishing,Email Filtering,Finance
Supply Chain Compromise,EDR,Healthcare
Ransomware,Antivirus,Energy
Malware,Antivirus,Finance
Credential Stuffing,MFA,Manufacturing
Phishing,MFA,Healthcare
Ransomware,SIEM,Retail
Phishing,Email Filtering,Manufacturing
Credential Stuffing,MFA,Technology
Brute Force,MFA,Education
DDoS,WAF,Manufacturing
Brute Force,Account Lockout,Retail
Ransomware,Offline Backups,Retail
Phishing,Email Filtering,Healthcare
Business Email Compromise,MFA,Manufacturing
Supply Chain Compromise,IDS,Manufacturing
DDoS,DDoS Mitigation,Transportation
DDoS,DDoS Mitigation,Retail
Supply Chain Compromise,IDS,Technology
Brute Force,MFA,Energy
Ransomware,Antivirus,Manufacturing
DDoS,DDoS Mitigation,Manufacturing
Phishing,Email Filtering,Manufacturing
Credential Stuffing,Account Lockout,Government
Phishing,IDS,Technology
Credential Stuffing,Account Lockout,Retail
DDoS,CDN Scrubbing,Healthcare
Credential Stuffing,MFA,Government
Ransomware,EDR,Energy
Cross-Site Scripting,SIEM,Technology
DDoS,Firewall,Healthcare
Credential Stuffing,SIEM,Retail
Ransomware,EDR,Healthcare
Phishing,Email Filtering,Manufacturing
Cross-Site Scripting,WAF,Finance
SQL Injection,WAF,Finance
Malware,EDR,Government
Ransomware,SIEM,Healthcare
Cross-Site Scripting,Content Security Policy,Healthcare
Supply Chain Compromise,IDS,Retail
Phishing,MFA,Retail
Malware,SIEM,Technology
Ransomware,EDR,Technology
Phishing,MFA,Manufacturing
Ransomware,EDR,Technology
Brute Force,Account Lockout,Transportation
Supply Chain Compromise,EDR,Manufacturing
Phishing,Email Filtering,Finance
Phishing,MFA,Manufacturing
Malware,Antivirus,Healthcare
Phishing,IDS,Government
Business Email Compromise,Email Filtering,Finance
Phishing,Email Filtering,Manufacturing
Business Email Compromise,DMARC,Technology
Phishing,Email Filtering,Manufacturing
Phishing,DMARC,Technology
SQL Injection,WAF,Government
SQL Injection,WAF,Healthcare
Zero-Day Exploit,IDS,Technology
Brute Force,Account Lockout,Finance
Business Email Compromise,DMARC,Energy
Phishing,SIEM,Manufacturing
DDoS,CDN Scrubbing,Finance
Phishing,DMARC,Manufacturing
Credential Stuffing,MFA,Manufacturing
Brute Force,Account Lockout,Healthcare
Phishing,DMARC,Retail
Credential Stuffing,Account Lockout,Manufacturing
Supply Chain Compromise,Firewall,Transportation
Zero-Day Exploit,IDS,Technology
DDoS,DDoS Mitigation,Energy
Phishing,MFA,Healthcare
Phishing,MFA,Healthcare
Ransomware,EDR,Government
Supply Chain Compromise,SIEM,Technology
Phishing,Email Filtering,Finance
DDoS,CDN Scrubbing,Energy
Malware,Antivirus,Retail
Credential Stuffing,MFA,Energy
Malware,Antivirus,Manufacturing
DDoS,CDN Scrubbing,Finance
Brute Force,MFA,Finance
Phishing,Email Filtering,Finance
SQL Injection,WAF,Finance
DDoS,CDN Scrubbing,Government
Phishing,MFA,Energy
DDoS,CDN Scrubbing,Healthcare
Phishing,DMARC,Manufacturing
Malware,EDR,Manufacturing
Ransomware,EDR,Manufacturing
Ransomware,EDR,Retail
Ransomware,SIEM,Technology
Phishing,MFA,Healthcare
Brute Force,MFA,Education
Cross-Site Scripting,WAF,Education
SQL Injection,WAF,Finance
Ransomware,EDR,Technology
SQL Injection,WAF,Healthcare
DDoS,DDoS Mitigation,Technology
Malware,Antivirus,Technology
Ransomware,Antivirus,Manufacturing
Phishing,SIEM,Government
SQL Injection,WAF,Technology
DDoS,WAF,Healthcare
Insider Threat,EDR,Retail
SQL Injection,WAF,Technology
Brute Force,SIEM,Healthcare
Cross-Site Scripting,Content Security Policy,Healthcare
Ransomware,Offline Backups,Manufacturing
Business Email Compromise,DMARC,Finance
Phishing,MFA,Technology
Phishing,IDS,Manufacturing
DDoS,DDoS Mitigation,Energy
DDoS,DDoS Mitigation,Energy
Supply Chain Compromise,Offline Backups,Finance
Phishing,MFA,Energy
Phishing,Email Filtering,Technology
Cross-Site Scripting,Content Security Policy,Manufacturing
Supply Chain Compromise,IDS,Finance
SQL Injection,WAF,Healthcare
Credential Stuffing,MFA,Technology
Ransomware,Offline Backups,Utilities
SQL Injection,SIEM,Technology
Phishing,Email Filtering,Healthcare
Cross-Site Scripting,WAF,Manufacturing
Phishing,MFA,Education
SQL Injection,WAF,Manufacturing
Supply Chain Compromise,IDS,Education
Credential Stuffing,IDS,Manufacturing
Phishing,MFA,Government
Phishing,DMARC,Healthcare
Phishing,Email Filtering,Healthcare
Phishing,MFA,Manufacturing
Cross-Site Scripting,WAF,Manufacturing
Ransomware,Offline Backups,Manufacturing
Phishing,MFA,Manufacturing
Credential Stuffing,MFA,Finance
SQL Injection,Database Firewall,Finance
Phishing,Email Filtering,Healthcare
Credential Stuffing,Account Lockout,Retail
SQL Injection,Database Firewall,Government
Malware,IDS,Utilities
Business Email Compromise,DMARC,Technology
Malware,SIEM,Technology
Malware,EDR,Utilities
Phishing,MFA,Transportation
Supply Chain Compromise,Firewall,Education
Malware,Antivirus,Finance
Phishing,MFA,Finance
DDoS,DDoS Mitigation,Education
DDoS,CDN Scrubbing,Technology
Ransomware,EDR,Healthcare
Phishing,Email Filtering,Utilities
Credential Stuffing,MFA,Energy
Phishing,Email Filtering,Manufacturing
Phishing,MFA,Manufacturing
SQL Injection,Database Firewall,Education
Phishing,MFA,Healthcare
DDoS,CDN Scrubbing,Retail
Phishing,MFA,Manufacturing
Phishing,MFA,Manufacturing
Phishing,DMARC,Government
Phishing,Email Filtering,Utilities
Business Email Compromise,SIEM,Finance
Phishing,MFA,Manufacturing
DDoS,CDN Scrubbing,Healthcare
Ransomware,EDR,Healthcare
SQL Injection,WAF,Transportation
Phishing,MFA,Technology
Phishing,MFA,Transportation
Brute Force,MFA,Energy
DDoS,DDoS Mitigation,Technology
DDoS,DDoS Mitigation,Manufacturing
Supply Chain Compromise,IDS,Utilities
Brute Force,Account Lockout,Manufacturing
Credential Stuffing,MFA,Energy
Brute Force,SIEM,Technology
DDoS,Firewall,Healthcare
Business Email Compromise,MFA,Technology
Brute Force,Account Lockout,Technology
Credential Stuffing,IDS,Retail
Brute Force,Account Lockout,Finance
Malware,Antivirus,Healthcare
Phishing,Email Filtering,Finance
Cross-Site Scripting,WAF,Technology
Ransomware,EDR,Education
Malware,Antivirus,Education
DDoS,CDN Scrubbing,Finance
Phishing,MFA,Transportation
Zero-Day Exploit,SIEM,Technology
Credential Stuffing,Account Lockout,Manufacturing
DDoS,WAF,Manufacturing
Phishing,Email Filtering,Energy
Brute Force,MFA,Technology
Phishing,Email Filtering,Energy
Phishing,Email Filtering,Technology
SQL Injection,Database Firewall,Manufacturing
Phishing,DMARC,Finance
Ransomware,SIEM,Finance
Phishing,Email Filtering,Technology
Phishing,Email Filtering,Energy
Credential Stuffing,Account Lockout,Retail
Credential Stuffing,SIEM,Technology
Supply Chain Compromise,Offline Backups,Retail
Malware,EDR,Healthcare
Ransomware,Antivirus,Energy
Cross-Site Scripting,WAF,Healthcare
Phishing,MFA,Retail
DDoS,CDN Scrubbing,Technology
Cross-Site Scripting,SIEM,Manufacturing
DDoS,CDN Scrubbing,Retail
Cross-Site Scripting,WAF,Technology
Brute Force,MFA,Retail
DDoS,DDoS Mitigation,Finance
Phishing,Email Filtering,Manufacturing
SQL Injection,Database Firewall,Healthcare
Zero-Day Exploit,SIEM,Retail
Cross-Site Scripting,WAF,Technology
Malware,SIEM,Technology
Credential Stuffing,MFA,Manufacturing
Phishing,MFA,Healthcare
Ransomware,Antivirus,Retail
Cross-Site Scripting,WAF,Education
Ransomware,EDR,Finance
Credential Stuffing,IDS,Finance
Brute Force,SIEM,Technology
SQL Injection,WAF,Retail
Cross-Site Scripting,WAF,Government
Insider Threat,EDR,Healthcare
Brute Force,MFA,Retail
SQL Injection,Database Firewall,Healthcare
Phishing,Email Filtering,Manufacturing
Zero-Day Exploit,SIEM,Manufacturing
Malware,Antivirus,Manufacturing
Brute Force,MFA,Healthcare
Brute Force,MFA,Manufacturing
Phishing,MFA,Manufacturing
Phishing,Email Filtering,Manufacturing
SQL Injection,WAF,Manufacturing
Ransomware,Antivirus,Healthcare
Brute Force,Account Lockout,Energy
Ransomware,Offline Backups,Finance
Ransomware,Antivirus,Manufacturing
SQL Injection,WAF,Technology
SQL Injection,Database Firewall,Technology
Ransomware,Offline Backups,Manufacturing
DDoS,CDN Scrubbing,Technology
DDoS,DDoS Mitigation,Healthcare
Credential Stuffing,Account Lockout,Finance
Phishing,MFA,Retail
Ransomware,EDR,Technology
Credential Stuffing,MFA,Manufacturing
Phishing,Email Filtering,Manufacturing
Phishing,MFA,Education
Ransomware,Antivirus,Retail
Credential Stuffing,MFA,Retail
Ransomware,SIEM,Education
Brute Force,Account Lockout,Finance
DDoS,DDoS Mitigation,Manufacturing
DDoS,Firewall,Retail
SQL Injection,WAF,Manufacturing
DDoS,Firewall,Retail
Credential Stuffing,MFA,Technology
Malware,SIEM,Manufacturing
Cross-Site Scripting,WAF,Manufacturing
Cross-Site Scripting,WAF,Technology
SQL Injection,Database Firewall,Finance
DDoS,DDoS Mitigation,Manufacturing
Ransomware,SIEM,Manufacturing
Business Email Compromise,Email Filtering,Technology
Zero-Day Exploit,Firewall,Energy
Supply Chain Compromise,IDS,Government
Phishing,DMARC,Retail
SQL Injection,WAF,Technology
Ransomware,Antivirus,Technology
Ransomware,EDR,Healthcare
Phishing,DMARC,Manufacturing
DDoS,Firewall,Manufacturing
Zero-Day Exploit,EDR,Energy
Phishing,Email Filtering,Finance
Ransomware,EDR,Manufacturing
Phishing,DMARC,Finance
Business Email Compromise,Email Filtering,Healthcare
SQL Injection,WAF,Technology
Ransomware,Offline Backups,Retail
Malware,IDS,Energy
Ransomware,Offline Backups,Retail
Zero-Day Exploit,SIEM,Education
Phishing,MFA,Healthcare
Ransomware,EDR,Retail
DDoS,CDN Scrubbing,Education
Phishing,Email Filtering,Healthcare
Cross-Site Scripting,WAF,Government
Phishing,Email Filtering,Transportation
Phishing,Email Filtering,Retail
Malware,Antivirus,Manufacturing
Credential Stuffing,MFA,Healthcare
Phishing,Email Filtering,Retail
Phishing,IDS,Energy
Brute Force,Account Lockout,Manufacturing
Brute Force,MFA,Healthcare
DDoS,WAF,Healthcare
DDoS,Firewall,Technology
Phishing,Email Filtering,Government
Ransomware,Antivirus,Finance
Zero-Day Exploit,IDS,Finance
Brute Force,Account Lockout,Finance
SQL Injection,Database Firewall,Finance
Malware,Antivirus,Retail
Malware,EDR,Manufacturing
DDoS,DDoS Mitigation,Manufacturing
Business Email Compromise,SIEM,Energy
SQL Injection,WAF,Technology
DDoS,CDN Scrubbing,Healthcare
Zero-Day Exploit,IDS,Technology
Ransomware,SIEM,Retail
Ransomware,Offline Backups,Manufacturing
Brute Force,Account Lockout,Finance
Cross-Site Scripting,WAF,Manufacturing
Credential Stuffing,MFA,Energy
DDoS,DDoS Mitigation,Finance
Business Email Compromise,MFA,Energy
DDoS,DDoS Mitigation,Government
Ransomware,Offline Backups,Energy
Ransomware,EDR,Healthcare
DDoS,CDN Scrubbing,Manufacturing
Brute Force,Account Lockout,Education
Malware,Antivirus,Education
Ransomware,EDR,Education
Phishing,Email Filtering,Utilities
Phishing,MFA,Finance
Ransomware,Antivirus,Finance
SQL Injection,WAF,Government
SQL Injection,Database Firewall,Manufacturing
Ransomware,EDR,Government
Credential Stuffing,MFA,Energy
Cross-Site Scripting,Content Security Policy,Finance
Zero-Day Exploit,SIEM,Technology
Malware,IDS,Retail
Ransomware,EDR,Education
Ransomware,Antivirus,Manufacturing
Brute Force,Account Lockout,Healthcare
Phishing,DMARC,Retail
Phishing,MFA,Energy
Phishing,MFA,Retail
Zero-Day Exploit,IDS,Finance
Malware,EDR,Manufacturing
Phishing,MFA,Technology
Malware,Antivirus,Education
Malware,Antivirus,Technology
Ransomware,SIEM,Technology
Malware,Antivirus,Technology
Zero-Day Exploit,Firewall,Technology
Phishing,Email Filtering,Technology
Ransomware,Offline Backups,Government
Ransomware,Antivirus,Technology
Ransomware,EDR,Finance
Malware,IDS,Technology
Malware,Antivirus,Education
SQL Injection,WAF,Manufacturing
Cross-Site Scripting,SIEM,Manufacturing
Cross-Site Scripting,Content Security Policy,Technology
Malware,EDR,Utilities
Phishing,MFA,Retail
Business Email Compromise,DMARC,Finance
Supply Chain Compromise,IDS,Technology
Ransomware,Antivirus,Healthcare
DDoS,CDN Scrubbing,Transportation
SQL Injection,WAF,Technology
Phishing,Email Filtering,Retail
Malware,IDS,Energy
Business Email Compromise,Email Filtering,Retail
Phishing,MFA,Healthcare
Malware,Antivirus,Healthcare
Credential Stuffing,MFA,Manufacturing
DDoS,Firewall,Transportation
Ransomware,Antivirus,Energy
Phishing,Email Filtering,Technology
Ransomware,Offline Backups,Education
DDoS,DDoS Mitigation,Manufacturing
Phishing,Email Filtering,Manufacturing
Phishing,MFA,Manufacturing
Credential Stuffing,MFA,Education
DDoS,CDN Scrubbing,Manufacturing
Credential Stuffing,MFA,Manufacturing
DDoS,DDoS Mitigation,Manufacturing
Ransomware,Antivirus,Technology
